beacon_id,ble_rssi_norm,distance_est_norm,zone
BLE_Beacon_10,0.1508,1.0,Zone_C
BLE_Beacon_06,0.1786,0.8409,Zone_B
BLE_Beacon_07,0.6936,0.0133,Zone_D
BLE_Beacon_06,0.2083,0.6621,Zone_C
BLE_Beacon_04,0.5943,0.0295,Zone_B
BLE_Beacon_07,0.3125,0.2859,Zone_C
BLE_Beacon_03,0.2111,0.6476,Zone_A
BLE_Beacon_10,0.3791,0.1671,Zone_A
BLE_Beacon_03,0.5447,0.044,Zone_B
BLE_Beacon_10,0.1532,1.0,Zone_D
BLE_Beacon_03,0.3316,0.2451,Zone_A
BLE_Beacon_04,0.3439,0.222,Zone_C
BLE_Beacon_03,0.5713,0.0355,Zone_A
BLE_Beacon_06,0.4224,0.118,Zone_C
BLE_Beacon_04,0.2675,0.4109,Zone_A
BLE_Beacon_06,0.2731,0.3928,Zone_A
BLE_Beacon_01,0.1093,1.0,Zone_D
BLE_Beacon_07,0.8329,0.0043,Zone_D
BLE_Beacon_08,0.7642,0.0075,Zone_C
BLE_Beacon_09,0.3663,0.1853,Zone_D
BLE_Beacon_10,0.5829,0.0323,Zone_B
BLE_Beacon_03,0.426,0.1145,Zone_A
BLE_Beacon_05,0.0872,1.0,Zone_C
BLE_Beacon_02,0.1297,1.0,Zone_B
BLE_Beacon_07,0.1979,0.7203,Zone_A
BLE_Beacon_09,0.8114,0.0051,Zone_A
BLE_Beacon_06,0.5382,0.0464,Zone_D
BLE_Beacon_01,0.4103,0.13,Zone_B
BLE_Beacon_10,0.7705,0.0071,Zone_B
BLE_Beacon_01,0.151,1.0,Zone_B
BLE_Beacon_04,0.393,0.1494,Zone_C
BLE_Beacon_05,0.3051,0.3035,Zone_A
BLE_Beacon_01,0.3801,0.1658,Zone_D
BLE_Beacon_03,0.1143,1.0,Zone_A
BLE_Beacon_07,0.1403,1.0,Zone_D
BLE_Beacon_04,0.1476,1.0,Zone_B
BLE_Beacon_03,0.5729,0.0351,Zone_A
BLE_Beacon_08,0.7344,0.0095,Zone_C
BLE_Beacon_07,0.4415,0.1011,Zone_C
BLE_Beacon_02,0.5758,0.0343,Zone_D
BLE_Beacon_03,0.3629,0.1904,Zone_D
BLE_Beacon_06,0.218,0.6122,Zone_A
BLE_Beacon_05,0.4169,0.1232,Zone_C
BLE_Beacon_04,0.7291,0.01,Zone_A
BLE_Beacon_03,0.6625,0.017,Zone_A
BLE_Beacon_02,0.5964,0.029,Zone_D
BLE_Beacon_10,0.2502,0.4724,Zone_A
BLE_Beacon_07,0.7145,0.0112,Zone_D
BLE_Beacon_09,0.6113,0.0257,Zone_D
BLE_Beacon_10,0.7642,0.0075,Zone_D
BLE_Beacon_05,0.1335,1.0,Zone_A
BLE_Beacon_09,0.5202,0.0536,Zone_B
BLE_Beacon_02,0.8173,0.0049,Zone_D
BLE_Beacon_03,0.8171,0.0049,Zone_B
BLE_Beacon_04,0.7066,0.0119,Zone_B
BLE_Beacon_01,0.4041,0.1367,Zone_D
BLE_Beacon_04,0.855,0.0036,Zone_B
BLE_Beacon_10,0.2741,0.3898,Zone_A
BLE_Beacon_02,0.3764,0.1709,Zone_D
BLE_Beacon_09,0.3277,0.253,Zone_C
BLE_Beacon_09,0.4314,0.1097,Zone_A
BLE_Beacon_10,0.5331,0.0483,Zone_D
BLE_Beacon_02,0.3971,0.1446,Zone_B
BLE_Beacon_10,0.5334,0.0482,Zone_A
BLE_Beacon_02,0.5135,0.0566,Zone_A
BLE_Beacon_05,0.753,0.0082,Zone_C
BLE_Beacon_07,0.279,0.3746,Zone_D
BLE_Beacon_10,0.5499,0.0422,Zone_A
BLE_Beacon_03,0.2878,0.3488,Zone_B
BLE_Beacon_10,0.5497,0.0423,Zone_D
BLE_Beacon_01,0.3824,0.1628,Zone_C
BLE_Beacon_04,0.1102,1.0,Zone_D
BLE_Beacon_05,0.7762,0.0068,Zone_A
BLE_Beacon_06,0.7137,0.0113,Zone_C
BLE_Beacon_05,0.2917,0.3381,Zone_D
BLE_Beacon_02,0.8355,0.0042,Zone_B
BLE_Beacon_03,0.3075,0.2976,Zone_D
BLE_Beacon_06,0.2831,0.3623,Zone_D
BLE_Beacon_10,0.5787,0.0335,Zone_B
BLE_Beacon_08,0.2375,0.5232,Zone_D
BLE_Beacon_08,0.6682,0.0163,Zone_C
BLE_Beacon_01,0.4763,0.0764,Zone_B
BLE_Beacon_02,0.3159,0.2782,Zone_D
BLE_Beacon_03,0.6847,0.0142,Zone_A
BLE_Beacon_03,0.2229,0.5887,Zone_B
BLE_Beacon_01,0.2675,0.4111,Zone_D
BLE_Beacon_01,0.7927,0.006,Zone_B
BLE_Beacon_05,0.3608,0.1937,Zone_D
BLE_Beacon_09,0.3833,0.1616,Zone_A
BLE_Beacon_01,0.2615,0.4312,Zone_D
BLE_Beacon_10,0.4219,0.1184,Zone_D
BLE_Beacon_10,0.5046,0.0608,Zone_C
BLE_Beacon_03,0.7296,0.0099,Zone_C
BLE_Beacon_02,0.2954,0.3281,Zone_D
BLE_Beacon_01,0.1994,0.7112,Zone_B
BLE_Beacon_04,0.5801,0.0331,Zone_B
BLE_Beacon_05,0.5834,0.0322,Zone_A
BLE_Beacon_01,0.4439,0.0991,Zone_B
BLE_Beacon_03,0.5438,0.0443,Zone_A
BLE_Beacon_04,0.2697,0.4036,Zone_C
BLE_Beacon_05,0.4044,0.1363,Zone_D
BLE_Beacon_06,0.4321,0.1091,Zone_B
BLE_Beacon_08,0.3088,0.2945,Zone_D
BLE_Beacon_10,0.1518,1.0,Zone_C
BLE_Beacon_09,0.5801,0.0331,Zone_C
BLE_Beacon_05,0.6092,0.0262,Zone_D
BLE_Beacon_02,0.3357,0.2373,Zone_C
BLE_Beacon_06,0.7483,0.0085,Zone_C
BLE_Beacon_05,0.2194,0.6054,Zone_B
BLE_Beacon_01,0.7043,0.0122,Zone_D
BLE_Beacon_06,0.6063,0.0268,Zone_A
BLE_Beacon_08,0.8552,0.0036,Zone_C
BLE_Beacon_07,0.3893,0.1539,Zone_A
BLE_Beacon_10,0.6278,0.0225,Zone_B
BLE_Beacon_06,0.6423,0.02,Zone_B
BLE_Beacon_09,0.573,0.035,Zone_D
BLE_Beacon_06,0.47,0.0803,Zone_B
BLE_Beacon_09,0.2137,0.6337,Zone_A
BLE_Beacon_08,0.172,0.8875,Zone_C
BLE_Beacon_09,0.6709,0.0159,Zone_B
BLE_Beacon_06,0.5856,0.0316,Zone_B
BLE_Beacon_06,0.2469,0.4851,Zone_C
BLE_Beacon_07,0.6906,0.0136,Zone_C
BLE_Beacon_06,0.2762,0.3832,Zone_C
BLE_Beacon_08,0.7402,0.0091,Zone_D
BLE_Beacon_01,0.7522,0.0083,Zone_A
BLE_Beacon_08,0.7703,0.0071,Zone_A
BLE_Beacon_07,0.4877,0.0697,Zone_D
BLE_Beacon_01,0.7557,0.008,Zone_B
BLE_Beacon_03,0.8511,0.0037,Zone_C
BLE_Beacon_07,0.8471,0.0038,Zone_D
BLE_Beacon_03,0.32,0.2691,Zone_B
BLE_Beacon_02,0.4545,0.091,Zone_B
BLE_Beacon_06,0.57,0.0359,Zone_A
BLE_Beacon_08,0.2863,0.353,Zone_B
BLE_Beacon_10,0.6721,0.0158,Zone_D
BLE_Beacon_02,0.1731,0.8793,Zone_D
BLE_Beacon_07,0.3884,0.1551,Zone_D
BLE_Beacon_07,0.0751,1.0,Zone_B
BLE_Beacon_06,0.8179,0.0049,Zone_C
BLE_Beacon_09,0.2212,0.5969,Zone_A
BLE_Beacon_04,0.2492,0.4762,Zone_C
BLE_Beacon_05,0.1727,0.8819,Zone_D
BLE_Beacon_09,0.534,0.048,Zone_B
BLE_Beacon_02,0.7187,0.0108,Zone_C
BLE_Beacon_05,0.4297,0.1112,Zone_C
BLE_Beacon_07,0.7691,0.0072,Zone_B
BLE_Beacon_06,0.8541,0.0036,Zone_D
BLE_Beacon_06,0.6608,0.0173,Zone_B
BLE_Beacon_07,0.0865,1.0,Zone_B
BLE_Beacon_03,0.2374,0.5239,Zone_A
BLE_Beacon_10,0.4679,0.0817,Zone_A
BLE_Beacon_06,0.6302,0.0221,Zone_A
BLE_Beacon_07,0.7601,0.0078,Zone_C
BLE_Beacon_09,0.561,0.0386,Zone_A
BLE_Beacon_02,0.5849,0.0318,Zone_A
BLE_Beacon_01,0.6134,0.0253,Zone_D
BLE_Beacon_08,0.3702,0.1796,Zone_C
BLE_Beacon_08,0.6229,0.0234,Zone_B
BLE_Beacon_01,0.308,0.2964,Zone_A
BLE_Beacon_09,0.2836,0.361,Zone_B
BLE_Beacon_07,0.7241,0.0104,Zone_A
BLE_Beacon_09,0.6362,0.0211,Zone_A
BLE_Beacon_05,0.161,0.9693,Zone_A
BLE_Beacon_08,0.2275,0.5672,Zone_B
BLE_Beacon_05,0.7247,0.0103,Zone_B
BLE_Beacon_06,0.6241,0.0232,Zone_C
BLE_Beacon_03,0.1024,1.0,Zone_D
BLE_Beacon_04,0.6122,0.0256,Zone_D
BLE_Beacon_06,0.2557,0.452,Zone_A
BLE_Beacon_02,0.784,0.0064,Zone_D
BLE_Beacon_03,0.8174,0.0049,Zone_A
BLE_Beacon_02,0.7823,0.0065,Zone_B
BLE_Beacon_08,0.8482,0.0038,Zone_C
BLE_Beacon_05,0.4362,0.1055,Zone_A
BLE_Beacon_03,0.7583,0.0079,Zone_C
BLE_Beacon_06,0.7013,0.0125,Zone_C
BLE_Beacon_07,0.6517,0.0186,Zone_A
BLE_Beacon_01,0.079,1.0,Zone_B
BLE_Beacon_03,0.3297,0.249,Zone_D
BLE_Beacon_10,0.2822,0.3649,Zone_A
BLE_Beacon_06,0.7118,0.0115,Zone_B
BLE_Beacon_02,0.3863,0.1577,Zone_D
BLE_Beacon_05,0.7281,0.01,Zone_D
BLE_Beacon_07,0.5812,0.0328,Zone_B
BLE_Beacon_02,0.1755,0.8622,Zone_A
BLE_Beacon_03,0.1529,1.0,Zone_D
BLE_Beacon_10,0.6045,0.0272,Zone_B
BLE_Beacon_10,0.3698,0.1802,Zone_C
BLE_Beacon_10,0.0941,1.0,Zone_B
BLE_Beacon_08,0.7946,0.0059,Zone_A
BLE_Beacon_07,0.4177,0.1225,Zone_A
BLE_Beacon_05,0.5861,0.0315,Zone_A
BLE_Beacon_09,0.6745,0.0155,Zone_B
BLE_Beacon_06,0.4793,0.0746,Zone_A
BLE_Beacon_07,0.5913,0.0302,Zone_B
BLE_Beacon_08,0.3431,0.2235,Zone_D
BLE_Beacon_03,0.7307,0.0098,Zone_A
BLE_Beacon_01,0.577,0.0339,Zone_B
BLE_Beacon_09,0.7384,0.0092,Zone_D
BLE_Beacon_03,0.1303,1.0,Zone_D
BLE_Beacon_06,0.2607,0.4341,Zone_C
BLE_Beacon_01,0.4697,0.0805,Zone_D
BLE_Beacon_07,0.7134,0.0113,Zone_A
BLE_Beacon_08,0.4204,0.1198,Zone_D
BLE_Beacon_02,0.7445,0.0088,Zone_D
BLE_Beacon_06,0.1647,0.9409,Zone_D
BLE_Beacon_01,0.1521,1.0,Zone_D
BLE_Beacon_01,0.5092,0.0586,Zone_A
BLE_Beacon_02,0.6935,0.0133,Zone_C
BLE_Beacon_09,0.5133,0.0567,Zone_D
BLE_Beacon_06,0.3569,0.1999,Zone_A
BLE_Beacon_04,0.7348,0.0095,Zone_C
BLE_Beacon_09,0.6744,0.0155,Zone_D
BLE_Beacon_06,0.6339,0.0214,Zone_A
BLE_Beacon_02,0.668,0.0163,Zone_B
BLE_Beacon_01,0.3396,0.2298,Zone_C
BLE_Beacon_09,0.4816,0.0732,Zone_A
BLE_Beacon_01,0.7761,0.0068,Zone_D
BLE_Beacon_03,0.7172,0.011,Zone_D
BLE_Beacon_02,0.2712,0.3988,Zone_B
BLE_Beacon_04,0.1663,0.9289,Zone_D
BLE_Beacon_04,0.4305,0.1104,Zone_B
BLE_Beacon_06,0.1561,1.0,Zone_D
BLE_Beacon_01,0.7995,0.0056,Zone_A
BLE_Beacon_08,0.4308,0.1102,Zone_B
BLE_Beacon_08,0.0748,1.0,Zone_A
BLE_Beacon_09,0.8063,0.0053,Zone_D
BLE_Beacon_09,0.6851,0.0142,Zone_B
BLE_Beacon_10,0.2079,0.6644,Zone_B
BLE_Beacon_02,0.3758,0.1716,Zone_C
BLE_Beacon_09,0.7639,0.0075,Zone_D
BLE_Beacon_10,0.7911,0.006,Zone_B
BLE_Beacon_05,0.384,0.1606,Zone_C
BLE_Beacon_05,0.4272,0.1134,Zone_B
BLE_Beacon_03,0.3957,0.1462,Zone_C
BLE_Beacon_09,0.7477,0.0086,Zone_B
BLE_Beacon_04,0.2362,0.5288,Zone_C
BLE_Beacon_06,0.7952,0.0058,Zone_B
BLE_Beacon_03,0.4673,0.0821,Zone_C
BLE_Beacon_02,0.6692,0.0161,Zone_D
BLE_Beacon_10,0.5198,0.0538,Zone_D
BLE_Beacon_09,0.2961,0.3264,Zone_D
BLE_Beacon_01,0.4821,0.0729,Zone_A
BLE_Beacon_07,0.1856,0.795,Zone_A
BLE_Beacon_04,0.2812,0.368,Zone_B
BLE_Beacon_05,0.6084,0.0263,Zone_B
BLE_Beacon_01,0.614,0.0252,Zone_C
BLE_Beacon_04,0.6635,0.0169,Zone_A
BLE_Beacon_06,0.711,0.0115,Zone_A
BLE_Beacon_10,0.7535,0.0082,Zone_B
BLE_Beacon_09,0.377,0.17,Zone_C
BLE_Beacon_01,0.7994,0.0057,Zone_D
BLE_Beacon_07,0.8231,0.0047,Zone_C
BLE_Beacon_09,0.1137,1.0,Zone_C
BLE_Beacon_04,0.559,0.0392,Zone_D
BLE_Beacon_04,0.7876,0.0062,Zone_C
BLE_Beacon_10,0.5009,0.0626,Zone_B
BLE_Beacon_04,0.3026,0.3097,Zone_B
BLE_Beacon_02,0.2183,0.6107,Zone_B
BLE_Beacon_09,0.1652,0.9371,Zone_A
BLE_Beacon_07,0.2907,0.3408,Zone_C
BLE_Beacon_03,0.1979,0.7202,Zone_C
BLE_Beacon_01,0.3312,0.246,Zone_B
BLE_Beacon_01,0.1922,0.7539,Zone_C
BLE_Beacon_10,0.1114,1.0,Zone_C
BLE_Beacon_08,0.6921,0.0134,Zone_C
BLE_Beacon_02,0.6875,0.0139,Zone_C
BLE_Beacon_09,0.2443,0.4956,Zone_B
BLE_Beacon_09,0.125,1.0,Zone_B
BLE_Beacon_07,0.4981,0.0641,Zone_D
BLE_Beacon_02,0.346,0.2183,Zone_B
BLE_Beacon_06,0.3316,0.2452,Zone_C
BLE_Beacon_04,0.8181,0.0049,Zone_D
BLE_Beacon_09,0.7186,0.0108,Zone_A
BLE_Beacon_02,0.597,0.0289,Zone_D
BLE_Beacon_04,0.7821,0.0065,Zone_B
BLE_Beacon_01,0.6077,0.0265,Zone_C
BLE_Beacon_07,0.7911,0.006,Zone_A
BLE_Beacon_07,0.273,0.393,Zone_C
BLE_Beacon_01,0.7875,0.0062,Zone_C
BLE_Beacon_09,0.7022,0.0124,Zone_D
BLE_Beacon_08,0.1059,1.0,Zone_B
BLE_Beacon_06,0.4752,0.0771,Zone_A
BLE_Beacon_03,0.8349,0.0042,Zone_A
BLE_Beacon_02,0.237,0.5252,Zone_B
BLE_Beacon_07,0.728,0.01,Zone_B
BLE_Beacon_09,0.7226,0.0105,Zone_D
BLE_Beacon_02,0.6583,0.0176,Zone_B
BLE_Beacon_01,0.4322,0.1089,Zone_C
BLE_Beacon_01,0.1402,1.0,Zone_A
BLE_Beacon_03,0.6955,0.0131,Zone_A
BLE_Beacon_10,0.717,0.011,Zone_C
BLE_Beacon_07,0.3763,0.171,Zone_D
BLE_Beacon_07,0.32,0.2691,Zone_D
BLE_Beacon_02,0.4917,0.0675,Zone_A
BLE_Beacon_10,0.1072,1.0,Zone_A
BLE_Beacon_06,0.8006,0.0056,Zone_A
BLE_Beacon_05,0.6897,0.0137,Zone_C
BLE_Beacon_10,0.1394,1.0,Zone_D
BLE_Beacon_07,0.3819,0.1635,Zone_A
BLE_Beacon_08,0.1943,0.7415,Zone_B
BLE_Beacon_03,0.6582,0.0176,Zone_C
BLE_Beacon_03,0.3056,0.3022,Zone_C
BLE_Beacon_01,0.5063,0.06,Zone_B
BLE_Beacon_02,0.1043,1.0,Zone_D
BLE_Beacon_09,0.5016,0.0623,Zone_A
BLE_Beacon_05,0.2365,0.5277,Zone_C
BLE_Beacon_04,0.3957,0.1463,Zone_B
BLE_Beacon_03,0.216,0.6223,Zone_C
BLE_Beacon_04,0.1615,0.9656,Zone_A
BLE_Beacon_09,0.4339,0.1075,Zone_A
BLE_Beacon_05,0.5992,0.0284,Zone_C
BLE_Beacon_02,0.2265,0.5716,Zone_D
BLE_Beacon_06,0.352,0.2079,Zone_B
BLE_Beacon_02,0.2955,0.328,Zone_A
BLE_Beacon_04,0.3211,0.2667,Zone_D
BLE_Beacon_06,0.5557,0.0403,Zone_C
BLE_Beacon_10,0.1912,0.7602,Zone_C
BLE_Beacon_06,0.8247,0.0046,Zone_B
BLE_Beacon_01,0.3175,0.2746,Zone_B
BLE_Beacon_07,0.2888,0.346,Zone_C
BLE_Beacon_03,0.6054,0.027,Zone_C
BLE_Beacon_08,0.4351,0.1065,Zone_C
BLE_Beacon_05,0.454,0.0914,Zone_A
BLE_Beacon_03,0.5786,0.0335,Zone_A
BLE_Beacon_05,0.7461,0.0087,Zone_B
BLE_Beacon_09,0.2258,0.5752,Zone_A
BLE_Beacon_02,0.7724,0.007,Zone_A
BLE_Beacon_10,0.5263,0.0511,Zone_B
BLE_Beacon_01,0.5048,0.0607,Zone_D
BLE_Beacon_03,0.3589,0.1968,Zone_B
BLE_Beacon_10,0.6475,0.0192,Zone_C
BLE_Beacon_03,0.4366,0.1052,Zone_A
BLE_Beacon_07,0.3573,0.1992,Zone_A
BLE_Beacon_04,0.7377,0.0093,Zone_B
BLE_Beacon_09,0.1817,0.8203,Zone_B
BLE_Beacon_03,0.5164,0.0553,Zone_B
BLE_Beacon_08,0.8094,0.0052,Zone_A
BLE_Beacon_04,0.6697,0.0161,Zone_B
BLE_Beacon_02,0.2791,0.3741,Zone_B
BLE_Beacon_01,0.5967,0.0289,Zone_C
BLE_Beacon_07,0.4405,0.102,Zone_D
BLE_Beacon_01,0.1028,1.0,Zone_C
BLE_Beacon_02,0.6244,0.0232,Zone_C
BLE_Beacon_05,0.5261,0.0511,Zone_B
BLE_Beacon_07,0.585,0.0318,Zone_C
BLE_Beacon_10,0.5848,0.0319,Zone_A
BLE_Beacon_09,0.2691,0.4056,Zone_B
BLE_Beacon_09,0.3903,0.1527,Zone_C
BLE_Beacon_08,0.6942,0.0132,Zone_A
BLE_Beacon_09,0.7645,0.0075,Zone_D
BLE_Beacon_03,0.2521,0.4651,Zone_C
BLE_Beacon_04,0.1895,0.7706,Zone_B
BLE_Beacon_06,0.5444,0.0441,Zone_A
BLE_Beacon_04,0.3972,0.1445,Zone_C
BLE_Beacon_02,0.4498,0.0946,Zone_D
BLE_Beacon_08,0.237,0.5255,Zone_B
BLE_Beacon_07,0.0891,1.0,Zone_A
BLE_Beacon_03,0.522,0.0528,Zone_B
BLE_Beacon_03,0.5661,0.037,Zone_A
BLE_Beacon_10,0.1868,0.7873,Zone_B
BLE_Beacon_05,0.7962,0.0058,Zone_D
BLE_Beacon_10,0.833,0.0043,Zone_A
BLE_Beacon_05,0.8157,0.005,Zone_B
BLE_Beacon_08,0.548,0.0429,Zone_D
BLE_Beacon_08,0.2054,0.6775,Zone_D
BLE_Beacon_10,0.1836,0.8082,Zone_B
BLE_Beacon_10,0.5897,0.0306,Zone_C
BLE_Beacon_03,0.6404,0.0203,Zone_C
BLE_Beacon_08,0.5401,0.0457,Zone_A
BLE_Beacon_04,0.3686,0.1819,Zone_B
BLE_Beacon_02,0.0844,1.0,Zone_D
BLE_Beacon_03,0.5472,0.0431,Zone_B
BLE_Beacon_08,0.7798,0.0066,Zone_A
BLE_Beacon_09,0.4669,0.0824,Zone_A
BLE_Beacon_02,0.4503,0.0942,Zone_B
BLE_Beacon_10,0.4952,0.0656,Zone_A
BLE_Beacon_07,0.4816,0.0732,Zone_C
BLE_Beacon_01,0.6196,0.0241,Zone_D
BLE_Beacon_04,0.8088,0.0052,Zone_D
BLE_Beacon_07,0.3468,0.2168,Zone_A
BLE_Beacon_07,0.1766,0.8547,Zone_D
BLE_Beacon_04,0.7865,0.0063,Zone_A
BLE_Beacon_05,0.5415,0.0452,Zone_D
BLE_Beacon_05,0.2199,0.6028,Zone_A
BLE_Beacon_10,0.482,0.0729,Zone_A
BLE_Beacon_07,0.5857,0.0316,Zone_C
BLE_Beacon_07,0.3561,0.2013,Zone_B
BLE_Beacon_07,0.5834,0.0322,Zone_C
BLE_Beacon_05,0.7432,0.0089,Zone_D
BLE_Beacon_10,0.3587,0.197,Zone_C
BLE_Beacon_07,0.6646,0.0167,Zone_D
BLE_Beacon_09,0.6873,0.014,Zone_D
BLE_Beacon_03,0.3623,0.1914,Zone_D
BLE_Beacon_05,0.8481,0.0038,Zone_C
BLE_Beacon_07,0.6495,0.0189,Zone_A
BLE_Beacon_04,0.4223,0.118,Zone_B
BLE_Beacon_02,0.2399,0.5131,Zone_D
BLE_Beacon_06,0.7007,0.0125,Zone_A
BLE_Beacon_03,0.3772,0.1698,Zone_A
BLE_Beacon_02,0.7183,0.0109,Zone_D
BLE_Beacon_10,0.4135,0.1267,Zone_A
BLE_Beacon_05,0.2457,0.4899,Zone_A
BLE_Beacon_10,0.1011,1.0,Zone_D
BLE_Beacon_07,0.5538,0.0409,Zone_C
BLE_Beacon_10,0.1166,1.0,Zone_B
BLE_Beacon_08,0.4163,0.1238,Zone_B
BLE_Beacon_09,0.2961,0.3262,Zone_A
BLE_Beacon_10,0.4726,0.0787,Zone_B
BLE_Beacon_10,0.2046,0.6822,Zone_A
BLE_Beacon_06,0.2594,0.4386,Zone_A
BLE_Beacon_03,0.1397,1.0,Zone_C
BLE_Beacon_07,0.3489,0.2133,Zone_D
BLE_Beacon_07,0.5319,0.0488,Zone_A
BLE_Beacon_02,0.7936,0.0059,Zone_C
BLE_Beacon_09,0.7904,0.0061,Zone_C
BLE_Beacon_06,0.8283,0.0045,Zone_C
BLE_Beacon_04,0.5479,0.0429,Zone_B
BLE_Beacon_08,0.8019,0.0055,Zone_A
BLE_Beacon_05,0.209,0.6586,Zone_A
BLE_Beacon_09,0.1283,1.0,Zone_C
BLE_Beacon_06,0.8155,0.005,Zone_C
BLE_Beacon_09,0.7103,0.0116,Zone_C
BLE_Beacon_08,0.8305,0.0044,Zone_D
BLE_Beacon_04,0.6666,0.0165,Zone_D
BLE_Beacon_08,0.7758,0.0068,Zone_A
BLE_Beacon_08,0.1628,0.9556,Zone_A
BLE_Beacon_07,0.5693,0.0361,Zone_B
BLE_Beacon_04,0.7001,0.0126,Zone_D
BLE_Beacon_06,0.4773,0.0758,Zone_A
BLE_Beacon_05,0.2665,0.4143,Zone_A
BLE_Beacon_07,0.6008,0.028,Zone_C
BLE_Beacon_02,0.5071,0.0596,Zone_B
BLE_Beacon_08,0.318,0.2734,Zone_B
BLE_Beacon_10,0.2828,0.3631,Zone_B
BLE_Beacon_08,0.6506,0.0187,Zone_B
BLE_Beacon_04,0.7572,0.0079,Zone_B
BLE_Beacon_04,0.2307,0.5526,Zone_B
BLE_Beacon_10,0.3512,0.2094,Zone_A
BLE_Beacon_02,0.7944,0.0059,Zone_D
BLE_Beacon_10,0.0766,1.0,Zone_A
BLE_Beacon_08,0.3631,0.1902,Zone_C
BLE_Beacon_08,0.7771,0.0068,Zone_C
BLE_Beacon_08,0.2151,0.6268,Zone_C
BLE_Beacon_07,0.2459,0.4889,Zone_B
BLE_Beacon_01,0.4845,0.0715,Zone_D
BLE_Beacon_08,0.8097,0.0052,Zone_A
BLE_Beacon_09,0.3443,0.2213,Zone_B
BLE_Beacon_08,0.8387,0.0041,Zone_D
BLE_Beacon_06,0.613,0.0254,Zone_A
BLE_Beacon_04,0.3696,0.1805,Zone_A
BLE_Beacon_06,0.3555,0.2021,Zone_C
BLE_Beacon_03,0.5024,0.0619,Zone_B
BLE_Beacon_05,0.4418,0.1009,Zone_C
BLE_Beacon_06,0.2159,0.6226,Zone_D
BLE_Beacon_04,0.4007,0.1404,Zone_C
BLE_Beacon_06,0.7427,0.0089,Zone_C
BLE_Beacon_08,0.2128,0.6387,Zone_B
BLE_Beacon_10,0.6104,0.0259,Zone_A
BLE_Beacon_05,0.7032,0.0123,Zone_D
BLE_Beacon_07,0.2255,0.5765,Zone_B
BLE_Beacon_08,0.7045,0.0121,Zone_B
BLE_Beacon_07,0.464,0.0844,Zone_C
BLE_Beacon_08,0.3072,0.2985,Zone_A
BLE_Beacon_07,0.1492,1.0,Zone_B
BLE_Beacon_01,0.2407,0.5099,Zone_C
BLE_Beacon_08,0.7306,0.0098,Zone_A
BLE_Beacon_08,0.6565,0.0179,Zone_C
BLE_Beacon_06,0.3545,0.2038,Zone_C
BLE_Beacon_06,0.087,1.0,Zone_A
BLE_Beacon_06,0.7529,0.0082,Zone_B
BLE_Beacon_10,0.5239,0.052,Zone_B
BLE_Beacon_05,0.3504,0.2106,Zone_D
BLE_Beacon_08,0.7704,0.0071,Zone_D
BLE_Beacon_10,0.2966,0.3251,Zone_B
BLE_Beacon_03,0.5747,0.0345,Zone_C
BLE_Beacon_07,0.5674,0.0366,Zone_D
BLE_Beacon_02,0.1336,1.0,Zone_C
BLE_Beacon_04,0.3177,0.2741,Zone_C
BLE_Beacon_05,0.5471,0.0432,Zone_D
BLE_Beacon_05,0.7689,0.0072,Zone_C
BLE_Beacon_10,0.4807,0.0737,Zone_D
BLE_Beacon_07,0.2029,0.6916,Zone_A
BLE_Beacon_03,0.6432,0.0199,Zone_C
BLE_Beacon_02,0.2369,0.5259,Zone_D
BLE_Beacon_02,0.1465,1.0,Zone_D
BLE_Beacon_09,0.1137,1.0,Zone_D
BLE_Beacon_09,0.6725,0.0157,Zone_A
BLE_Beacon_02,0.2776,0.3787,Zone_B
BLE_Beacon_02,0.5859,0.0316,Zone_D
BLE_Beacon_05,0.2516,0.467,Zone_C
BLE_Beacon_08,0.5637,0.0378,Zone_B
BLE_Beacon_09,0.7303,0.0099,Zone_A
BLE_Beacon_01,0.5928,0.0299,Zone_C
BLE_Beacon_08,0.4385,0.1036,Zone_C
BLE_Beacon_09,0.4209,0.1193,Zone_B
BLE_Beacon_10,0.541,0.0454,Zone_D
BLE_Beacon_09,0.5741,0.0347,Zone_C
BLE_Beacon_06,0.4499,0.0945,Zone_B
BLE_Beacon_02,0.4186,0.1216,Zone_C
BLE_Beacon_07,0.2756,0.3851,Zone_C
BLE_Beacon_01,0.0715,1.0,Zone_B
BLE_Beacon_06,0.2967,0.3246,Zone_A
BLE_Beacon_08,0.8155,0.005,Zone_D
BLE_Beacon_05,0.0786,1.0,Zone_D
BLE_Beacon_05,0.5405,0.0455,Zone_A
BLE_Beacon_09,0.365,0.1873,Zone_D
BLE_Beacon_09,0.4149,0.1253,Zone_B
BLE_Beacon_03,0.6332,0.0216,Zone_D
BLE_Beacon_07,0.2448,0.4936,Zone_A
BLE_Beacon_07,0.5628,0.0381,Zone_C
BLE_Beacon_05,0.5809,0.0329,Zone_C
BLE_Beacon_07,0.2191,0.6067,Zone_A
BLE_Beacon_03,0.1788,0.84,Zone_A
BLE_Beacon_08,0.5568,0.0399,Zone_C
BLE_Beacon_10,0.458,0.0885,Zone_C
BLE_Beacon_01,0.191,0.7614,Zone_A
BLE_Beacon_03,0.8354,0.0042,Zone_C
BLE_Beacon_05,0.1697,0.9039,Zone_D
BLE_Beacon_01,0.2544,0.4568,Zone_B
BLE_Beacon_01,0.4592,0.0876,Zone_C
