accel_x_norm,accel_y_norm,accel_z_norm,gyro_mag_norm,activity_state
0.291,0.3129,0.6151,0.6185,Micro_Vibration
0.9859,0.4917,0.9737,0.278,Tap_Pattern
0.9916,0.5664,0.6438,0.3141,Walking
0.4133,0.3875,0.512,0.4965,Micro_Vibration
0.3592,0.5219,0.7984,0.1568,Walking
0.1552,0.778,0.6318,0.0557,Micro_Vibration
0.1274,0.0374,0.2245,0.9539,Stationary
0.3723,0.7436,0.4516,0.848,Stationary
0.1845,0.0788,0.369,0.5639,Stationary
0.8261,0.1023,0.5166,0.629,Stationary
0.3368,0.4128,0.4314,0.7096,Stationary
0.8498,0.2175,0.1271,0.5272,Walking
0.7713,0.4859,0.6142,0.5837,Tap_Pattern
0.7997,0.4163,0.3264,0.4736,Walking
0.8291,0.8103,0.8555,0.2818,Walking
0.1553,0.1447,0.7992,0.2595,Micro_Vibration
0.2511,0.5442,0.3929,0.7242,Micro_Vibration
0.8683,0.2347,0.0768,0.367,Micro_Vibration
0.943,0.8376,0.8715,0.9134,Stationary
0.6955,0.3803,0.3806,0.5872,Stationary
0.9201,0.788,0.6043,0.2485,Tap_Pattern
0.0064,0.0853,0.2637,0.9307,Stationary
0.8734,0.5679,0.7444,0.8308,Micro_Vibration
0.7336,0.847,0.3784,0.6578,Micro_Vibration
0.8884,0.7263,0.4092,0.5522,Micro_Vibration
0.2895,0.9688,0.2204,0.0785,Stationary
0.198,0.0698,0.1036,0.9439,Stationary
0.3121,0.9488,0.3418,0.0859,Micro_Vibration
0.1566,0.6362,0.4449,0.5872,Stationary
0.3097,0.4504,0.5023,0.4141,Walking
0.7924,0.8067,0.9027,0.4532,Walking
0.6606,0.5033,0.5266,0.0692,Micro_Vibration
0.1046,0.8093,0.3537,0.9104,Walking
0.3147,0.1251,0.7646,0.4577,Tap_Pattern
0.5996,0.7906,0.455,0.2677,Micro_Vibration
0.2148,0.9931,0.4497,0.2583,Tap_Pattern
0.0037,0.9426,0.2469,0.1065,Micro_Vibration
0.3932,0.9697,0.6149,0.089,Tap_Pattern
0.9635,0.0708,0.8335,0.0169,Micro_Vibration
0.4266,0.8091,0.3506,0.9403,Stationary
0.3477,0.9255,0.3966,0.0876,Stationary
0.0812,0.9965,0.6026,0.644,Walking
0.407,0.0946,0.3221,0.3962,Tap_Pattern
0.931,0.0213,0.2809,0.2906,Tap_Pattern
0.4639,0.3003,0.5614,0.7749,Walking
0.5088,0.5168,0.4673,0.8982,Micro_Vibration
0.4053,0.1065,0.9882,0.9214,Tap_Pattern
0.7979,0.0039,0.0718,0.4863,Micro_Vibration
0.6538,0.3132,0.9075,0.5955,Micro_Vibration
0.8159,0.9342,0.4442,0.1033,Stationary
0.4423,0.5737,0.7589,0.8321,Stationary
0.278,0.0236,0.9219,0.268,Walking
0.0861,0.9717,0.3567,0.8492,Tap_Pattern
0.4477,0.2274,0.2333,0.662,Walking
0.6636,0.7304,0.9849,0.9256,Walking
0.9401,0.2288,0.9856,0.48,Stationary
0.8185,0.7269,0.3602,0.9069,Stationary
0.3111,0.6947,0.5857,0.1801,Tap_Pattern
0.9799,0.2144,0.3859,0.1117,Tap_Pattern
0.6476,0.4564,0.1038,0.4544,Walking
0.7633,0.6945,0.1548,0.5066,Micro_Vibration
0.9291,0.1961,0.7462,0.5602,Walking
0.8458,0.3761,0.3296,0.6613,Micro_Vibration
0.8658,0.6589,0.388,0.4532,Stationary
0.2608,0.0782,0.9254,0.2414,Micro_Vibration
0.791,0.8945,0.4816,0.609,Tap_Pattern
0.9372,0.4304,0.3653,0.5592,Stationary
0.4777,0.229,0.3194,0.6075,Stationary
0.8808,0.1214,0.1362,0.0245,Micro_Vibration
0.9345,0.371,0.263,0.3023,Micro_Vibration
0.8196,0.5351,0.596,0.0156,Walking
0.6626,0.6284,0.3277,0.486,Micro_Vibration
0.5993,0.2373,0.6614,0.4754,Stationary
0.7243,0.9856,0.3975,0.7474,Micro_Vibration
0.3621,0.1261,0.8338,0.6484,Walking
0.0239,0.9239,0.3894,0.0536,Stationary
0.6668,0.7838,0.7963,0.1111,Stationary
0.0832,0.3267,0.0738,0.0704,Tap_Pattern
0.1925,0.2579,0.2524,0.7713,Stationary
0.1393,0.0877,0.231,0.0469,Micro_Vibration
0.6551,0.1932,0.8537,0.666,Tap_Pattern
0.8322,0.6245,0.7642,0.6866,Tap_Pattern
0.4781,0.1966,0.9322,0.0736,Walking
0.6653,0.5292,0.4938,0.889,Tap_Pattern
0.9487,0.245,0.9919,0.8561,Walking
0.9694,0.7246,0.0702,0.1385,Stationary
0.7721,0.5303,0.1362,0.1397,Tap_Pattern
0.2133,0.0816,0.7272,0.3976,Walking
0.1216,0.3844,0.6381,0.6274,Micro_Vibration
0.8285,0.1555,0.4135,0.7646,Tap_Pattern
0.6076,0.4236,0.1893,0.9131,Stationary
0.4138,0.4624,0.2739,0.8366,Micro_Vibration
0.2253,0.5774,0.0677,0.5716,Micro_Vibration
0.6586,0.9775,0.1399,0.8997,Micro_Vibration
0.8855,0.6351,0.4023,0.4542,Stationary
0.1748,0.8881,0.2404,0.5832,Walking
0.8457,0.1654,0.1865,0.185,Tap_Pattern
0.7616,0.2581,0.6838,0.2784,Micro_Vibration
0.8014,0.747,0.4292,0.7035,Tap_Pattern
0.5073,0.8721,0.8838,0.0744,Micro_Vibration
0.2208,0.4261,0.0243,0.7075,Stationary
0.3205,0.4997,0.0852,0.3339,Walking
0.5938,0.6599,0.6943,0.7709,Tap_Pattern
0.6986,0.1669,0.4815,0.4789,Stationary
0.1717,0.3563,0.098,0.1519,Walking
0.9545,0.9537,0.468,0.1162,Micro_Vibration
0.8863,0.9666,0.3953,0.0225,Micro_Vibration
0.1903,0.5087,0.0725,0.7963,Micro_Vibration
0.6225,0.3447,0.6192,0.5678,Tap_Pattern
0.4684,0.2274,0.4554,0.917,Micro_Vibration
0.6016,0.359,0.4889,0.5789,Walking
0.0674,0.9617,0.8161,0.2549,Tap_Pattern
0.2694,0.0853,0.0644,0.6754,Tap_Pattern
0.9632,0.456,0.2184,0.5277,Micro_Vibration
0.9613,0.3929,0.6529,0.8628,Stationary
0.1034,0.3648,0.5556,0.7303,Micro_Vibration
0.2053,0.0306,0.0144,0.043,Tap_Pattern
0.9562,0.0321,0.9477,0.6994,Micro_Vibration
0.6283,0.9942,0.5586,0.5113,Micro_Vibration
0.9615,0.8386,0.1713,0.1106,Tap_Pattern
0.683,0.5217,0.2027,0.1718,Tap_Pattern
0.2295,0.4268,0.3531,0.9197,Walking
0.1493,0.0027,0.1337,0.0641,Tap_Pattern
0.845,0.5504,0.1377,0.47,Stationary
0.4369,0.7165,0.4901,0.6982,Micro_Vibration
0.6292,0.3262,0.157,0.7314,Walking
0.3535,0.0914,0.7094,0.0183,Walking
0.885,0.0324,0.1148,0.3036,Walking
0.71,0.1288,0.8771,0.208,Stationary
0.0129,0.4183,0.996,0.1346,Micro_Vibration
0.3222,0.1535,0.6542,0.2309,Micro_Vibration
0.6697,0.6828,0.8772,0.6397,Micro_Vibration
0.9958,0.3309,0.2047,0.1147,Tap_Pattern
0.7675,0.1415,0.9567,0.0301,Stationary
0.8712,0.7095,0.2211,0.422,Tap_Pattern
0.6122,0.8361,0.4712,0.6761,Stationary
0.2487,0.8581,0.2542,0.2784,Walking
0.0643,0.0189,0.0996,0.391,Tap_Pattern
0.0043,0.6858,0.2874,0.7888,Walking
0.5523,0.0999,0.7289,0.095,Tap_Pattern
0.2993,0.5801,0.4129,0.6933,Stationary
0.5863,0.2957,0.119,0.0061,Stationary
0.6542,0.9643,0.4079,0.5731,Tap_Pattern
0.0987,0.7188,0.1951,0.3299,Micro_Vibration
0.7083,0.3725,0.6981,0.6963,Micro_Vibration
0.6607,0.9796,0.9354,0.3244,Micro_Vibration
0.9841,0.6479,0.636,0.235,Walking
0.7402,0.9546,0.8508,0.3061,Tap_Pattern
0.1744,0.3399,0.8704,0.1985,Walking
0.0467,0.1065,0.1158,0.3296,Micro_Vibration
0.8171,0.3193,0.6858,0.8348,Tap_Pattern
0.4453,0.5433,0.5383,0.4019,Micro_Vibration
0.0825,0.4451,0.5315,0.0187,Micro_Vibration
0.0199,0.9085,0.3587,0.9024,Stationary
0.7067,0.593,0.1177,0.5436,Stationary
0.7993,0.8495,0.3095,0.9011,Micro_Vibration
0.6092,0.8929,0.368,0.7025,Walking
0.6608,0.3645,0.8793,0.0452,Walking
0.5635,0.443,0.4449,0.5996,Stationary
0.107,0.1884,0.4492,0.5924,Micro_Vibration
0.0183,0.3055,0.3314,0.4117,Micro_Vibration
0.4422,0.2501,0.7671,0.6828,Stationary
0.9973,0.0006,0.57,0.8922,Walking
0.968,0.5704,0.9116,0.039,Stationary
0.8782,0.6593,0.9643,0.1815,Micro_Vibration
0.2014,0.7093,0.5951,0.376,Stationary
0.9154,0.1958,0.4585,0.6808,Stationary
0.1299,0.5076,0.5778,0.5162,Micro_Vibration
0.007,0.9884,0.4958,0.3904,Stationary
0.7405,0.7477,0.7305,0.5722,Tap_Pattern
0.5773,0.8603,0.5944,0.4665,Walking
0.6959,0.935,0.9124,0.8563,Micro_Vibration
0.2112,0.6768,0.7482,0.8819,Walking
0.8825,0.1455,0.3655,0.6427,Tap_Pattern
0.5125,0.1049,0.773,0.2582,Micro_Vibration
0.9692,0.4674,0.6967,0.0511,Stationary
0.645,0.4703,0.4964,0.2846,Walking
0.7818,0.3126,0.684,0.6426,Walking
0.8695,0.3097,0.1103,0.963,Tap_Pattern
0.403,0.9056,0.1704,0.426,Tap_Pattern
0.6402,0.9263,0.2848,0.2323,Tap_Pattern
0.8303,0.9935,0.1091,0.391,Walking
0.2495,0.5797,0.9196,0.2093,Walking
0.9548,0.6368,0.8622,0.7408,Tap_Pattern
0.8124,0.704,0.5723,0.4292,Walking
0.4504,0.7563,0.9219,0.4969,Tap_Pattern
0.666,0.7974,0.072,0.477,Walking
0.996,0.2181,0.3066,0.0389,Micro_Vibration
0.0568,0.4429,0.6699,0.8064,Tap_Pattern
0.4657,0.3879,0.8802,0.6861,Micro_Vibration
0.3163,0.0255,0.6264,0.4919,Micro_Vibration
0.3879,0.1567,0.1907,0.7155,Walking
0.2825,0.2363,0.1891,0.5816,Walking
0.1299,0.5543,0.6821,0.0432,Micro_Vibration
0.2242,0.765,0.962,0.9297,Tap_Pattern
0.3151,0.1586,0.2379,0.6944,Walking
0.8089,0.2847,0.4505,0.2625,Stationary
0.1884,0.9686,0.2457,0.4821,Stationary
0.292,0.7922,0.3297,0.0334,Micro_Vibration
0.7104,0.314,0.3447,0.4515,Stationary
0.9132,0.1488,0.041,0.1135,Walking
0.0736,0.4181,0.3092,0.937,Walking
0.5636,0.7993,0.7992,0.1112,Micro_Vibration
0.1078,0.5637,0.9272,0.5971,Micro_Vibration
0.4776,0.7324,0.7857,0.8427,Walking
0.0297,0.7349,0.1034,0.1538,Micro_Vibration
0.9064,0.541,0.2369,0.7101,Stationary
0.3647,0.296,0.4192,0.695,Micro_Vibration
0.6712,0.9368,0.371,0.3238,Walking
0.5806,0.0511,0.9695,0.2122,Walking
0.4287,0.4997,0.4873,0.5389,Walking
0.9229,0.2164,0.6462,0.4882,Micro_Vibration
0.5766,0.6006,0.2629,0.8235,Stationary
0.0292,0.1779,0.7418,0.2442,Tap_Pattern
0.7209,0.9831,0.8351,0.948,Tap_Pattern
0.8898,0.5628,0.1837,0.6857,Micro_Vibration
0.0621,0.4441,0.9489,0.6765,Tap_Pattern
0.1042,0.7733,0.0371,0.6433,Tap_Pattern
0.0238,0.7213,0.9562,0.6782,Micro_Vibration
0.0387,0.2072,0.8483,0.2529,Stationary
0.4571,0.5991,0.894,0.9124,Tap_Pattern
0.1823,0.0739,0.6491,0.6859,Micro_Vibration
0.5882,0.6352,0.8391,0.7406,Micro_Vibration
0.578,0.3779,0.6488,0.1467,Stationary
0.8501,0.2243,0.4804,0.1596,Tap_Pattern
0.0421,0.0557,0.5592,0.8845,Micro_Vibration
0.6524,0.4445,0.2797,0.454,Stationary
0.3156,0.6204,0.3242,0.7353,Tap_Pattern
0.7893,0.8907,0.9335,0.0621,Micro_Vibration
0.1507,0.693,0.5186,0.6937,Stationary
0.96,0.9809,0.1674,0.976,Stationary
0.9015,0.2587,0.7037,0.3657,Walking
0.1374,0.881,0.4911,0.0131,Tap_Pattern
0.8185,0.8219,0.6467,0.8861,Walking
0.44,0.6948,0.2571,0.8166,Walking
0.1769,0.461,0.453,0.4658,Walking
0.4693,0.5475,0.5363,0.0141,Stationary
0.8105,0.6991,0.2726,0.3181,Tap_Pattern
0.4581,0.8675,0.994,0.0864,Tap_Pattern
0.9535,0.1532,0.3063,0.3989,Stationary
0.7956,0.1363,0.7966,0.1466,Tap_Pattern
0.687,0.0712,0.6439,0.3777,Stationary
0.4375,0.0013,0.1959,0.4927,Tap_Pattern
0.0333,0.3872,0.7172,0.5427,Stationary
0.7949,0.0743,0.8393,0.6413,Tap_Pattern
0.3056,0.472,0.8699,0.8381,Stationary
0.1443,0.5826,0.1909,0.1232,Micro_Vibration
0.761,0.9967,0.1335,0.6847,Micro_Vibration
0.983,0.6723,0.2701,0.8385,Stationary
0.0847,0.6039,0.9771,0.5564,Walking
0.5562,0.5223,0.0028,0.7025,Tap_Pattern
0.0012,0.5144,0.7239,0.4004,Stationary
0.367,0.0394,0.4673,0.1035,Stationary
0.4713,0.2852,0.285,0.2249,Walking
0.732,0.5971,0.453,0.1517,Walking
0.4123,0.6697,0.3275,0.0674,Stationary
0.9264,0.5706,0.0005,0.6763,Stationary
0.8152,0.4964,0.7369,0.0281,Micro_Vibration
0.0118,0.0481,0.348,0.2891,Tap_Pattern
0.1635,0.7626,0.6267,0.7033,Micro_Vibration
0.0328,0.012,0.6746,0.6201,Tap_Pattern
0.3645,0.6244,0.603,0.269,Tap_Pattern
0.6744,0.654,0.8601,0.3338,Micro_Vibration
0.8682,0.4223,0.595,0.7485,Tap_Pattern
0.7482,0.2544,0.7601,0.3465,Tap_Pattern
0.6631,0.6805,0.7636,0.2579,Micro_Vibration
0.0562,0.0834,0.2842,0.3492,Micro_Vibration
0.4408,0.0393,0.7933,0.6799,Walking
0.0929,0.8981,0.1877,0.4586,Micro_Vibration
0.8684,0.7894,0.7962,0.3955,Tap_Pattern
0.3793,0.1152,0.6761,0.3767,Stationary
0.8375,0.3202,0.4964,0.0884,Tap_Pattern
0.3012,0.6573,0.7999,0.521,Tap_Pattern
0.5162,0.0788,0.2729,0.6123,Stationary
0.2114,0.8195,0.3374,0.4008,Walking
0.7345,0.6738,0.4442,0.2655,Stationary
0.5649,0.5776,0.4367,0.1827,Walking
0.7649,0.3173,0.974,0.7366,Stationary
0.0972,0.1166,0.6915,0.0568,Walking
0.8007,0.8616,0.9622,0.2503,Tap_Pattern
0.8971,0.6097,0.6683,0.7269,Micro_Vibration
0.8185,0.0764,0.357,0.5769,Stationary
0.5001,0.2096,0.8187,0.454,Micro_Vibration
0.6508,0.6932,0.8514,0.0083,Stationary
0.8847,0.1478,0.8584,0.2647,Walking
0.6162,0.9483,0.6627,0.1343,Walking
0.8516,0.2965,0.8262,0.8226,Tap_Pattern
0.9214,0.5481,0.102,0.6098,Stationary
0.8539,0.8044,0.4705,0.6831,Walking
0.4469,0.3866,0.2947,0.5839,Tap_Pattern
0.9584,0.4818,0.5476,0.2521,Tap_Pattern
0.9867,0.8796,0.0806,0.4298,Tap_Pattern
0.1832,0.3359,0.0474,0.2714,Micro_Vibration
0.6215,0.8971,0.4238,0.8643,Tap_Pattern
0.6197,0.5034,0.6491,0.455,Tap_Pattern
0.9407,0.3306,0.2788,0.5127,Tap_Pattern
0.7585,0.9665,0.2356,0.0043,Micro_Vibration
0.722,0.5812,0.6919,0.213,Stationary
0.6913,0.9626,0.435,0.6954,Walking
0.6635,0.064,0.6983,0.2088,Tap_Pattern
0.8958,0.5159,0.0272,0.1532,Walking
0.8415,0.528,0.7876,0.4785,Micro_Vibration
0.4219,0.7883,0.3495,0.1188,Stationary
0.9812,0.4096,0.8033,0.1361,Micro_Vibration
0.7012,0.24,0.8963,0.9661,Tap_Pattern
0.0282,0.4189,0.6133,0.5185,Walking
0.9678,0.1021,0.0351,0.7066,Tap_Pattern
0.6357,0.2995,0.2481,0.2132,Tap_Pattern
0.9602,0.1763,0.885,0.6506,Tap_Pattern
0.0674,0.4139,0.6487,0.2843,Tap_Pattern
0.8722,0.3521,0.1881,0.0626,Stationary
0.1301,0.0765,0.5436,0.0143,Micro_Vibration
0.5576,0.4883,0.7583,0.0475,Tap_Pattern
0.4162,0.3189,0.882,0.3467,Walking
0.5136,0.3767,0.3536,0.3261,Walking
0.0799,0.9301,0.1652,0.8545,Micro_Vibration
0.3386,0.076,0.1714,0.6628,Tap_Pattern
0.4328,0.0415,0.9253,0.8342,Walking
0.3901,0.9223,0.6057,0.7612,Micro_Vibration
0.5369,0.8906,0.9935,0.8407,Walking
0.449,0.036,0.1541,0.2425,Micro_Vibration
0.8397,0.1676,0.6169,0.5555,Tap_Pattern
0.0912,0.7336,0.8649,0.2096,Micro_Vibration
0.918,0.208,0.4326,0.3816,Tap_Pattern
0.9802,0.1268,0.4425,0.8727,Tap_Pattern
0.5451,0.1362,0.9447,0.7024,Walking
0.1862,0.144,0.4628,0.3787,Stationary
0.7224,0.1495,0.5058,0.9128,Tap_Pattern
0.561,0.8312,0.4376,0.08,Stationary
0.4067,0.6658,0.2276,0.2219,Walking
0.8133,0.7544,0.9786,0.6366,Walking
0.4803,0.3421,0.4253,0.1929,Micro_Vibration
0.8588,0.8514,0.4529,0.6443,Stationary
0.0559,0.3306,0.3397,0.3565,Tap_Pattern
0.2183,0.9415,0.7759,0.2206,Micro_Vibration
0.1702,0.3444,0.9245,0.4482,Stationary
0.3122,0.1632,0.2546,0.7633,Micro_Vibration
0.3311,0.3378,0.9082,0.5212,Micro_Vibration
0.9811,0.7958,0.8924,0.9831,Stationary
0.2932,0.104,0.4767,0.5579,Stationary
0.3597,0.5838,0.6376,0.8642,Tap_Pattern
0.8694,0.4602,0.5276,0.8414,Walking
0.3801,0.0102,0.9639,0.2785,Walking
0.7461,0.4312,0.7461,0.2072,Micro_Vibration
0.6236,0.0706,0.6898,0.2834,Walking
0.3522,0.4652,0.6895,0.029,Tap_Pattern
0.8912,0.2392,0.615,0.94,Walking
0.9589,0.4217,0.0318,0.4126,Walking
0.2063,0.0851,0.9441,0.0472,Micro_Vibration
0.5759,0.0289,0.1173,0.7213,Tap_Pattern
0.0911,0.7592,0.1438,0.2238,Walking
0.4243,0.6246,0.3205,0.8876,Stationary
0.0382,0.6737,0.9466,0.366,Micro_Vibration
0.2067,0.2802,0.8081,0.3261,Tap_Pattern
0.0212,0.6359,0.4499,0.1657,Tap_Pattern
0.0709,0.3188,0.381,0.6082,Walking
0.4627,0.9165,0.6678,0.2958,Tap_Pattern
0.3406,0.3433,0.57,0.9763,Stationary
0.891,0.3242,0.6485,0.6883,Tap_Pattern
0.134,0.7101,0.083,0.1147,Walking
0.8753,0.9571,0.2862,0.0743,Micro_Vibration
0.6243,0.9421,0.6897,0.131,Walking
0.1434,0.933,0.9424,0.8942,Micro_Vibration
0.7748,0.0743,0.6501,0.0963,Stationary
0.6103,0.7098,0.0925,0.8322,Walking
0.4914,0.7105,0.3197,0.06,Micro_Vibration
0.0404,0.8068,0.1355,0.6307,Walking
0.4632,0.0257,0.7307,0.5469,Walking
0.9511,0.1886,0.7288,0.6832,Micro_Vibration
0.1723,0.9372,0.7858,0.7378,Walking
0.8781,0.2857,0.7368,0.1729,Micro_Vibration
0.9987,0.4365,0.2896,0.8355,Stationary
0.5759,0.0903,0.7972,0.0885,Stationary
0.3617,0.8305,0.1648,0.4782,Walking
0.583,0.0611,0.0269,0.9251,Tap_Pattern
0.6078,0.2529,0.1363,0.9109,Micro_Vibration
0.9042,0.3249,0.4066,0.0863,Stationary
0.9548,0.7817,0.2039,0.3026,Micro_Vibration
0.262,0.5023,0.3669,0.0687,Micro_Vibration
0.6008,0.6856,0.4324,0.1759,Tap_Pattern
0.4275,0.416,0.1856,0.2392,Micro_Vibration
0.116,0.1165,0.0259,0.1654,Stationary
0.8829,0.7077,0.5025,0.9939,Stationary
0.0923,0.5921,0.3053,0.0344,Stationary
0.5561,0.6447,0.7114,0.5784,Tap_Pattern
0.302,0.3605,0.1883,0.8245,Stationary
0.6761,0.8689,0.0361,0.1541,Micro_Vibration
0.1922,0.3926,0.5616,0.8166,Micro_Vibration
0.0941,0.9591,0.2335,0.431,Tap_Pattern
0.4891,0.9917,0.9738,0.7115,Stationary
0.9113,0.0851,0.8583,0.2177,Stationary
0.6184,0.8879,0.7932,0.4791,Stationary
0.3211,0.8668,0.112,0.7222,Micro_Vibration
0.0229,0.8874,0.249,0.9527,Walking
0.5924,0.4299,0.9581,0.0766,Tap_Pattern
0.7699,0.3449,0.8264,0.4959,Walking
0.7511,0.1535,0.7075,0.653,Micro_Vibration
0.2261,0.8255,0.7559,0.209,Tap_Pattern
0.0261,0.1958,0.4975,0.6425,Stationary
0.0928,0.9724,0.6718,0.9766,Stationary
0.3155,0.8888,0.755,0.9766,Stationary
0.9541,0.7597,0.5733,0.3791,Micro_Vibration
0.0604,0.3989,0.4617,0.0137,Walking
0.4026,0.5972,0.8373,0.3969,Micro_Vibration
0.8613,0.1369,0.7659,0.2182,Tap_Pattern
0.0593,0.4932,0.7422,0.3183,Stationary
0.7814,0.58,0.8666,0.0657,Stationary
0.5594,0.1979,0.1826,0.2982,Stationary
0.7991,0.4062,0.8896,0.7783,Walking
0.2853,0.6958,0.6935,0.5521,Micro_Vibration
0.2434,0.3351,0.7322,0.8407,Tap_Pattern
0.1865,0.5246,0.8893,0.9133,Micro_Vibration
0.6859,0.5504,0.3377,0.2743,Walking
0.9989,0.1126,0.6202,0.1143,Tap_Pattern
0.7817,0.9639,0.9193,0.5194,Micro_Vibration
0.7783,0.2352,0.4956,0.5608,Micro_Vibration
0.5478,0.489,0.3964,0.5626,Micro_Vibration
0.1454,0.2405,0.017,0.2581,Micro_Vibration
0.4112,0.439,0.5189,0.4133,Walking
0.5173,0.7381,0.9437,0.2657,Tap_Pattern
0.2309,0.7667,0.1303,0.4003,Stationary
0.4574,0.3452,0.1687,0.4423,Tap_Pattern
0.0373,0.2601,0.5134,0.0049,Stationary
0.1109,0.7763,0.2531,0.0795,Tap_Pattern
0.1783,0.1127,0.3116,0.2142,Tap_Pattern
0.8916,0.0727,0.539,0.1183,Walking
0.3867,0.031,0.1982,0.3751,Stationary
0.5164,0.1664,0.7485,0.0221,Walking
0.3417,0.7093,0.2696,0.9713,Walking
0.1754,0.3982,0.9698,0.3798,Walking
0.9249,0.9431,0.971,0.9917,Tap_Pattern
0.4521,0.9886,0.807,0.1984,Walking
0.6319,0.3148,0.9919,0.8476,Walking
0.6746,0.7879,0.0287,0.2309,Stationary
0.8512,0.0927,0.9553,0.6435,Micro_Vibration
0.1522,0.7754,0.9565,0.9687,Tap_Pattern
0.7999,0.4716,0.2671,0.1257,Stationary
0.6516,0.7268,0.766,0.7437,Micro_Vibration
0.3906,0.5304,0.5351,0.6581,Stationary
0.9423,0.3248,0.6792,0.451,Micro_Vibration
0.2586,0.7809,0.6046,0.085,Walking
0.0331,0.1135,0.189,0.8035,Walking
0.8561,0.7536,0.9472,0.2405,Walking
0.562,0.1888,0.7455,0.4739,Tap_Pattern
0.0339,0.691,0.1727,0.487,Walking
0.7125,0.5764,0.8763,0.1241,Micro_Vibration
0.5939,0.3554,0.2851,0.7488,Tap_Pattern
0.5761,0.2937,0.8353,0.981,Tap_Pattern
0.8426,0.6982,0.3537,0.4351,Tap_Pattern
0.3428,0.5005,0.9672,0.1122,Stationary
0.6484,0.4468,0.2709,0.461,Walking
0.6971,0.3189,0.1841,0.313,Stationary
0.8161,0.7116,0.5508,0.8233,Tap_Pattern
0.2785,0.7323,0.606,0.7184,Stationary
0.053,0.445,0.4651,0.966,Stationary
0.1254,0.7121,0.2839,0.6561,Tap_Pattern
0.405,0.0749,0.7384,0.041,Walking
0.874,0.7782,0.9399,0.3017,Walking
0.0899,0.921,0.2884,0.6255,Micro_Vibration
0.3134,0.3506,0.1498,0.9965,Micro_Vibration
0.6399,0.4834,0.6745,0.8097,Walking
0.8594,0.6584,0.5738,0.5548,Micro_Vibration
0.0483,0.1385,0.8853,0.3784,Tap_Pattern
0.9506,0.4724,0.8279,0.3417,Micro_Vibration
0.8835,0.7289,0.0647,0.5247,Tap_Pattern
0.9598,0.6751,0.5217,0.5945,Stationary
0.9324,0.936,0.4876,0.5769,Stationary
0.9888,0.1193,0.3007,0.4013,Walking
0.3818,0.6496,0.9678,0.9994,Micro_Vibration
0.0604,0.5766,0.3632,0.3034,Walking
0.8732,0.4895,0.9596,0.8133,Walking
0.9701,0.1847,0.497,0.7216,Tap_Pattern
0.9705,0.5596,0.8388,0.728,Tap_Pattern
0.0047,0.4688,0.5605,0.121,Micro_Vibration
0.3406,0.1726,0.9314,0.1568,Stationary
0.5506,0.1634,0.166,0.4831,Stationary
0.6145,0.6658,0.4119,0.0195,Tap_Pattern
0.3606,0.7189,0.2033,0.9928,Walking
0.4594,0.4099,0.4025,0.8253,Micro_Vibration
0.9751,0.7685,0.0012,0.0139,Tap_Pattern
0.0096,0.757,0.5937,0.9839,Tap_Pattern
0.0466,0.246,0.5202,0.0608,Tap_Pattern
0.919,0.705,0.4346,0.8076,Micro_Vibration
0.1642,0.4987,0.8407,0.7525,Stationary
0.5706,0.8893,0.5148,0.273,Walking
0.5939,0.6724,0.6916,0.4917,Walking
0.5408,0.8652,0.9339,0.176,Tap_Pattern
0.3476,0.8524,0.7984,0.6732,Walking
0.8121,0.395,0.4416,0.4271,Tap_Pattern
0.3605,0.2762,0.7734,0.5098,Stationary
0.4467,0.586,0.4984,0.5774,Stationary
0.8591,0.8065,0.1938,0.3338,Micro_Vibration
0.7548,0.061,0.4375,0.1796,Micro_Vibration
0.0583,0.125,0.7432,0.6633,Walking
0.3453,0.953,0.3712,0.4433,Micro_Vibration
0.0101,0.9105,0.7589,0.9991,Tap_Pattern
0.7535,0.82,0.7756,0.0392,Tap_Pattern
0.2271,0.0865,0.5149,0.1466,Micro_Vibration
0.2718,0.3997,0.4786,0.1222,Walking
0.7081,0.2001,0.7601,0.5748,Stationary
0.0618,0.7986,0.8406,0.8797,Tap_Pattern
0.7233,0.7671,0.6005,0.2089,Micro_Vibration
0.4926,0.2305,0.9929,0.1295,Walking
0.6972,0.1593,0.9465,0.5196,Tap_Pattern
0.1398,0.7865,0.8549,0.2191,Micro_Vibration
0.1862,0.7509,0.2079,0.0353,Micro_Vibration
0.7175,0.8246,0.7333,0.7144,Stationary
0.0069,0.6929,0.3122,0.655,Walking
0.9356,0.034,0.7431,0.0111,Micro_Vibration
0.1911,0.8869,0.1967,0.1238,Micro_Vibration
0.5334,0.3671,0.6346,0.9683,Micro_Vibration
0.36,0.4869,0.5474,0.9219,Walking
0.4647,0.4399,0.5924,0.8009,Walking
0.7527,0.6871,0.1137,0.9495,Tap_Pattern
0.5404,0.8936,0.6525,0.3862,Walking
0.8442,0.3565,0.3025,0.832,Micro_Vibration
0.0959,0.4895,0.6967,0.7916,Tap_Pattern
0.6207,0.1573,0.2894,0.3232,Micro_Vibration
0.6292,0.4503,0.6477,0.9908,Tap_Pattern
0.5224,0.3627,0.2042,0.7258,Micro_Vibration
0.5262,0.5561,0.6357,0.5722,Micro_Vibration
0.6032,0.6136,0.6072,0.9137,Micro_Vibration
0.6777,0.0803,0.3723,0.238,Stationary
0.5939,0.3741,0.5817,0.6742,Walking
0.7979,0.7794,0.6809,0.7275,Micro_Vibration
0.3316,0.3961,0.4344,0.9115,Tap_Pattern
